Title,Description,Department,Levels,Class Quota,Waitlist Maximum,Instructor,CRN,Time,Days,Date,Where,Course Type,Method,Credit Hours
['AE 719 - Intro/Computational Fluid Dyna'],"['Classification of partial differential equations, numerical solution of parabolic, elliptic and hyperbolic differential equations, stability analysis, boundary conditions, scalar representation of the Navier-Stokes equations, incompressible Navier-Stokes equations. Prerequisite(s): AE 424 or ME 521.']",Aerospace Engineering,Undergraduate and Graduate,33,0,Klaus A Hoffmann (P),12045,04:10 PM - 05:25 PM,MW,8/19/2024-12/12/2024,Main Campus Wallace Hall 215,Lecture,TCI,3
['AE 722 - Finite Elem Analyze Struct I'],['Advanced treatment of the theoretical concepts and principles necessary for the application of the finite element method in the solution of differential equations in engineering. Prerequisite(s): AE 525 or AE 733.'],Aerospace Engineering,Undergraduate and Graduate,33,0,Chihdar C Yang (P),16930,05:35 PM - 06:50 PM,TR,8/19/2024-12/12/2024,Main Campus Wallace Hall 209,Lecture,TCI,3
['AE 731 - Theory of Elasticity'],['Develops the equations of the theory of elasticity and uses them to determine stress and displacement fields in linear elastic isotropic bodies; uses Airy stress functions to obtain solutions. Prerequisite(s): AE 525 or AE 733.'],Aerospace Engineering,Undergraduate and Graduate,33,0,Chihdar C Yang (P),12046,04:10 PM - 05:25 PM,TR,8/19/2024-12/12/2024,Main Campus Wallace Hall 215,Lecture,TCI,3
['AE 733 - Adv Mechanics of Materials'],"['Extension of AE 333. Includes transformation of stress and strain in three dimensions, torsion of members with noncircular cross sections, curved beams, beams with unsymmetrical cross sections, energy methods, stress concentrations, and theories of failure and fracture mechanics. Prerequisite(s): AE 333.']",Aerospace Engineering,Undergraduate and Graduate,33,0,Issam Khder Samarah (P),15174,05:35 PM - 06:50 PM,MW,8/19/2024-12/12/2024,Main Campus Wallace Hall 215,Lecture,TCI,3
['AE 742 - Applied Aero Propulsion'],"[""In-depth overview of jet propulsion. Effect of operating variables on turbojet and modified engine cycles. Introduces real world issues and engine testing. Prerequisite(s): AE 502 or instructor's consent.""]",Aerospace Engineering,Undergraduate and Graduate,33,0,Roy Y Myose (P),13957,05:35 PM - 06:50 PM,MW,8/19/2024-12/12/2024,Main Campus Wallace Hall 209,Lecture,TCI,3
['AE 753 - Mech Laminated Composites'],"['Descriptive classification of advanced composite materials and their constituents; mechanics of lamina and laminates, testing for material properties, lamina and laminate failure criteria, laminate strain allowables, structural analysis (beams and axially loaded members), design guidelines, introduction to manufacturing methods, repair and nondestructive testing. Prerequisite(s): AE 525, or AE 733, or equivalent.']",Aerospace Engineering,Undergraduate and Graduate,33,0,Anthony J Vizzini (P),13230,04:10 PM - 05:25 PM,MW,8/19/2024-12/12/2024,Main Campus Neff Hall 211,Lecture,TCI,3
['AE 765A - ST: CMfgT I'],"['Provides composite materials technologies basic knowledge, an overview of different forms of composites manufacturing, various factory workflows, and the associated regulatory guidance documents. For graduate students only. Repeatable for credit.']",Aerospace Engineering,Undergraduate and Graduate,20,0,Suresh Raju Keshavanarayana (P),13022,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Lecture,OLA,0.5
['AE 765B - ST: CMfgT II'],"['Educates students on the issues related to raw material manufacturing, its transport, incoming quality control and storage of composite materials. The preparation of tooling, cutting of composite preforms, layup and bagging of composite parts, and curing are discussed in detail. The use of procurement specifications and process control documents are emphasized. For graduate students only. Repeatable for credit. Prerequisite(s): AE 765A.']",Aerospace Engineering,Undergraduate and Graduate,20,0,Suresh Raju Keshavanarayana (P),13023,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Lecture,OLA,0.5
['AE 765C - ST: CMfgT III'],"['Topics include technical aspects related to trimming and drilling of composites, defects in composites, adhesive bonding and assembly, nondestructive and destructive inspection. For graduate students only. Repeatable for credit. Prerequisite(s): AE 765B.']",Aerospace Engineering,Graduate,20,0,Suresh Raju Keshavanarayana (P),13024,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Lecture,OLA,0.5
['AE 765D - ST: CMfgT IV'],"['Topics include technical aspects related to painting and finishing composites, handling and storage, manufacturing defects and their root causes analyses, and scarf repair of composites. For graduate students only. Repeatable for credit. Prerequisite(s): AE 765C.']",Aerospace Engineering,Undergraduate and Graduate,20,0,Suresh Raju Keshavanarayana (P),13025,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Lecture,OLA,0.5
['AE 765E - ST: CMfgT V'],"['Lab course providing students with hands-on experiences on prepreg cutting, manual layup and bagging of simple laminated composite parts, nondestructive inspection, and scarf repair. For graduate students only. Repeatable for credit. Prerequisite(s): AE 765D.']",Aerospace Engineering,Undergraduate and Graduate,20,0,Suresh Raju Keshavanarayana (P),15271,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Lecture,OLA,0.5
['AE 765F - Comp Structural Engr Tech-0'],"['Provides students with background knowledge related to composite material applications, materials, processes, manufacturing, structural design, proof of structures, maintenance, aeroelastic issues, crashworthiness, fire safety and lightening protection. Course serves as a foundation course for the follow-on courses which elaborate on the aforementioned topics. Repeatable for credit. Prerequisite(s): instructor’s consent.']",Aerospace Engineering,Undergraduate and Graduate,20,0,Suresh Raju Keshavanarayana (P),14942,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Lecture,OLA,0.5
['AE 765G - Comp Structural Engr Tech-1'],['Provides a historical overview of composites usage in aircraft structures; discusses the key technical characteristics of composite structures; composites safety and certification initiatives by FAA; issues affecting cost of incorporating composites; role of standards organizations; some evolving composite technologies; evolution and objectives of integrated product teams. Repeatable for credit. Pre- or corequisite(s): AE 765F.'],Aerospace Engineering,Undergraduate and Graduate,20,0,Suresh Raju Keshavanarayana (P),14927,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Lecture,OLA,0.5
['AE 765I - Comp Structural Engr Tech-2'],"['The topics covered include control of composite materials and the processes used to fabricate airframe parts, material specifications, related FAA regulations and guidance materials, common processing defects and damage, protection of structures, manufacturing implementation, and maintenance considerations. Repeatable for credit. Prerequisite(s): AE 765G.']",Aerospace Engineering,Undergraduate and Graduate,20,0,Suresh Raju Keshavanarayana (P),14928,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Lecture,OLA,1
['AE 765J - Comp Structural Engr Tech-3'],"['The topics covered in this course include structural design details, design considerations for manufacturing and maintenance, design requirements, criteria and objectives, lamination theory and design, composite analysis methods, composite material allowables, design values and knockdown factors, structural bonding, and structural bolted joints. Repeatable for credit. Prerequisite(s): AE 765I, AE 753.']",Aerospace Engineering,Undergraduate and Graduate,20,0,Suresh Raju Keshavanarayana (P),14929,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Lecture,OLA,1
['AE 765K - Comp Structural Engr Tech-4'],"['Provides detailed information on the structural substantiation of composite airframes and their sub-components. The topics covered include FAA regulations and guidance for proof of structures, certification approaches and related considerations, addressing damage and defects, building block testing and analysis, and additional considerations for large scale testing. Repeatable for credit. Prerequisite(s): AE 765J, AE 753.']",Aerospace Engineering,Undergraduate and Graduate,20,0,Suresh Raju Keshavanarayana (P),14930,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Lecture,OLA,1
['AE 765M - Comp Structural Engr Tech-5'],"['Provides detailed information on the manufacturing and maintenance interfaces for the composite airframes. The topics covered include quality control, certification conformity process, manufacturing defect disposition, inspection and maintenance, structural repair development and substantiation, teamwork, and repair techniques. Repeatable for credit. Prerequisite(s): AE 765K, AE 753.']",Aerospace Engineering,Undergraduate and Graduate,20,0,Suresh Raju Keshavanarayana (P),14931,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Lecture,OLA,0.5
['AE 765N - Comp Structural Engr Tech-6'],"['Provides detailed information on the basic principles, regulations, guidance materials and compliance methodologies related to flutter, crashworthiness, fire safety and lightning protection. Repeatable for credit. Prerequisite(s): AE 765M, AE 753.']",Aerospace Engineering,Undergraduate and Graduate,20,0,Suresh Raju Keshavanarayana (P),14932,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Lecture,OLA,0.5
['AE 807 - Flight Control Sys Design II'],"['Principles of optimal control, optimal spacecraft trajectories including high-thrust and low-thrust transfers, optimization of powered and unpowered atmospheric flights, numerical methods including both direct and indirect optimization schemes, trajectory optimization for multi-air and space vehicle systems. Prerequisite(s): AE 707 and at least one of AE 714 or AE 715.']",Aerospace Engineering,Graduate,33,0,Atri  Dutta (P),17289,04:10 PM - 05:25 PM,MW,8/19/2024-12/12/2024,Main Campus Wallace Hall 209,Lab,TCI,3
['AE 818 - Hypersonic Aerodynamics'],"['Covers classical hypersonic theory and approximations, Newtonian flow, aerodynamic forces and moments, flight corridors and trajectories, hot gas effects, various modes of energy, chemically reacting flows, heat transfer rates, and stagnation point heating. Prerequisite(s): AE 711, AE 716 or equivalent.']",Aerospace Engineering,Graduate,33,0,Klaus A Hoffmann (P),16904,04:10 PM - 05:25 PM,TR,8/19/2024-12/12/2024,Main Campus Wallace Hall 209,Lecture,TCI,3
['AE 876 - Thesis'],['Student-driven research experience to address a specific research question. Potential topics should be formulated by the student and discussed with their advisor. Repeatable for credit.'],Aerospace Engineering,Graduate,5,0,TBA,12268,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Individual Research,CPI,3
['AE 878 - MS Directed Project'],"[""Project conducted under the supervision of an academic advisor for the directed project option. Requires a written report and an oral presentation on the project. Repeatable for credit. Prerequisite(s): academic advisor's consent.""]",Aerospace Engineering,Graduate,5,0,Klaus A Hoffmann (P),12252,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Individual Research,CPI,1
['AE 890 - Independent Study'],['Arranged individual independent study in specialized areas of aerospace engineering under the supervision of a faculty member. Repeatable for credit. Prerequisite(s): consent of supervising faculty member.'],Aerospace Engineering,Graduate,5,0,TBA,12410,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Lecture,CPI,1
