Title,Description,Department,Levels,Class Quota,Waitlist Maximum,Instructor,CRN,Time,Days,Date,Where,Course Type,Method,Credit Hours
['AE 765I - Comp Structural Engr Tech-2'],"['The topics covered include control of composite materials and the processes used to fabricate airframe parts, material specifications, related FAA regulations and guidance materials, common processing defects and damage, protection of structures, manufacturing implementation, and maintenance considerations. Repeatable for credit. Prerequisite(s): AE 765G.']",Aerospace Engineering,Undergraduate and Graduate,20,0,Suresh Raju Keshavanarayana (P),24467,TBA,TBA,1/21/2025-5/15/2025,Online,Lecture,OLA,1
['AE 765J - Comp Structural Engr Tech-3'],"['The topics covered in this course include structural design details, design considerations for manufacturing and maintenance, design requirements, criteria and objectives, lamination theory and design, composite analysis methods, composite material allowables, design values and knockdown factors, structural bonding, and structural bolted joints. Repeatable for credit. Prerequisite(s): AE 765I, AE 753.']",Aerospace Engineering,Undergraduate and Graduate,20,0,Suresh Raju Keshavanarayana (P),24468,TBA,TBA,1/21/2025-5/15/2025,Online,Lecture,OLA,1
['AE 765M - Comp Structural Engr Tech-5'],"['Provides detailed information on the manufacturing and maintenance interfaces for the composite airframes. The topics covered include quality control, certification conformity process, manufacturing defect disposition, inspection and maintenance, structural repair development and substantiation, teamwork, and repair techniques. Repeatable for credit. Prerequisite(s): AE 765K, AE 753.']",Aerospace Engineering,Undergraduate and Graduate,20,0,Suresh Raju Keshavanarayana (P),24723,TBA,TBA,1/21/2025-5/15/2025,Online,Lecture,OLA,0.5
['AE 765N - Comp Structural Engr Tech-6'],"['Provides detailed information on the basic principles, regulations, guidance materials and compliance methodologies related to flutter, crashworthiness, fire safety and lightning protection. Repeatable for credit. Prerequisite(s): AE 765M, AE 753.']",Aerospace Engineering,Undergraduate and Graduate,20,0,Suresh Raju Keshavanarayana (P),24724,TBA,TBA,1/21/2025-5/15/2025,Online,Lecture,OLA,0.5
['AE 773 - Intermediate Dynamics'],"[""Extension of AE 373. Studies the kinematics and kinetics of particles and rigid bodies for two- and three-dimensional motion. Includes an introduction to vibratory motion, dynamic stability of linear systems and Lagrange's equations. Prerequisite(s): AE 373.""]",Aerospace Engineering,Undergraduate and Graduate,33,0,Atri  Dutta (P),26383,07:05 PM - 08:20 PM,MW,1/21/2025-5/15/2025,Main Campus Wallace Hall 215,Lecture,TCI,3
['AE 777 - Vibration Analysis'],"['Studies free, forced, damped and undamped vibrations on multi-degree of freedom discrete mechanical systems. Introduces vibration analysis of continuous solids. Prerequisite(s): MATH 555, AE 333, 373']",Aerospace Engineering,Undergraduate and Graduate,33,0,Anthony J Vizzini (P),26385,04:10 PM - 05:25 PM,TR,1/21/2025-5/15/2025,Main Campus Neff Hall 211,Lecture,TCI,3
['AE 812 - Aerodynamics of Viscous Fluids'],['Viscous fluids flow theory and boundary layers. Prerequisite(s): AE 424 or ME 521.'],Aerospace Engineering,Graduate,33,0,Klaus A Hoffmann (P),23936,04:10 PM - 05:25 PM,TR,1/21/2025-5/15/2025,Main Campus Wallace Hall 209,Lecture,TCI,3
['AE 822 - Finite Elem Anal Structures II'],['Formulation of the finite element equations by variational methods; the use of isoparametric and higher order elements for analyzing two- and three-dimensional problems in solid mechanics; introduces solutions of nonlinear problems. Prerequisite(s): AE 722.'],Aerospace Engineering,Graduate,33,0,Chihdar C Yang (P),26388,04:10 PM - 05:25 PM,TR,1/21/2025-5/15/2025,Main Campus Jabara Hall 336,Lecture,TCI,3
['AE 829 - Comp Turb Model Aero App'],"[""Reviews the mathematics and physics of turbulence to create a solid background in the field mainly focusing on external boundary layers and shear flows related to the aerodynamics bodies in which compressibility effects are important. This course then continues with the concepts and analytical tools needed in using and developing turbulent models and turbulent simulation methods including Reynolds Average Navier-Stokes (RANS), Large Eddy Simulation (LES) and Direct Numerical Simulation (DNS). The focus is again on compressible flows and thus, for each method, the description of how the compressibility effects should be considered is described in detail. In the last part of the course, students are introduced to applying each of these models for numerical simulation of shock wave boundary layer interaction. The pros and cons of each method are examined in detail. Prerequisite(s): AE 524 and (MATH 757 or MATH 755); or instructor's consent.""]",Aerospace Engineering,Graduate,33,0,Nadia  Kianvashrad (P),26721,05:35 PM - 06:50 PM,MW,1/21/2025-5/15/2025,Main Campus Jabara Hall 372,Lecture,TCI,3
['AE 832 - Theory of Plates And Shells'],"['Analyzes the deformation of thin elastic plates, classical solutions for rectangular and circular plates, approximate solutions for plates of various shapes, introduces the analysis of thin shells. Prerequisite(s): MATH 757, AE 731.']",Aerospace Engineering,Graduate,33,0,Suresh Raju Keshavanarayana (P),26382,05:35 PM - 06:50 PM,TR,1/21/2025-5/15/2025,Main Campus Wallace Hall 215,Lecture,TCI,3
['AE 876 - Thesis'],['Student-driven research experience to address a specific research question. Potential topics should be formulated by the student and discussed with their advisor. Repeatable for credit.'],Aerospace Engineering,Graduate,10,0,James E Steck (P),21811,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Individual Research,CPI,3
['AE 878 - MS Directed Project'],"[""Project conducted under the supervision of an academic advisor for the directed project option. Requires a written report and an oral presentation on the project. Repeatable for credit. Prerequisite(s): academic advisor's consent.""]",Aerospace Engineering,Graduate,10,0,Chihdar C Yang (P),21812,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Individual Research,CPI,3
['AE 890 - Independent Study'],['Arranged individual independent study in specialized areas of aerospace engineering under the supervision of a faculty member. Repeatable for credit. Prerequisite(s): consent of supervising faculty member.'],Aerospace Engineering,Graduate,10,0,TBA,21884,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Lecture,CPI,3
['AE 976 - PhD Dissertation'],['Student-driven research experience to address a specific research question. Potential topics should be formulated by the student and discussed with their advisor. Repeatable for credit. Prerequisite(s): admission to doctoral aspirant status.'],Aerospace Engineering,Graduate,10,0,Linda Kay Kliment (P),21814,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Individual Research,CPI,3
['AE 990 - Adv Independent Studies'],"[""Arranged individual independent study in specialized content areas under the supervision of a faculty member. Prerequisite(s): instructor's consent.""]",Aerospace Engineering,Graduate,10,0,TBA,22618,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Appointment Course,CPI,3
['ANTH 101 - Biological Anthropology'],"['General education natural science course without lab. Provides an introduction to the understanding of biological evolution and behavioral development of humans. Introduces the history and basic concepts of biological/evolutionary thought, genetics and cell biology, human origins, ecology and culture, along with the types of data and modes of analysis currently used in biological anthropology. Formulates explanations of physical and cultural developments of human and nonhuman primates in the last 70 million years. Explores patterns of human variation in biological and behavioral traits among present-day populations and discusses current issues (e.g., the social and biological meaning of variations). Course includes diversity content.']",Anthropology,Undergraduate,50,15,James Jack Simmerman (P),20086,TBA,TBA,1/21/2025-5/15/2025,Online,Lecture,OLA,3
['ANTH 102 - Cultural Anthropology'],"['General education social and behavioral sciences course. Introduces the discipline of cultural anthropology, surveying important areas of human society and culture that anthropologists study. Using examples of cultures from around the world, the class examines some areas of anthropological knowledge, with an emphasis on current issues and problems of human societies today. Facilitates students with tangible skills that they can apply to real-life situations. Course includes diversity content. This is a Kansas Systemwide Transfer Course.']",Anthropology,Undergraduate,50,10,James Jack Simmerman (P),21105,TBA,TBA,1/21/2025-5/15/2025,Online,Lecture,OLA,3
['ANTH 103 - Introduction to Archaeology'],"['General education social and behavioral sciences course. Introduces the philosophy, theory, tools and techniques of the practicing archaeologist. Illustrates the role of archaeology in understanding cultural change through time, and explains how archaeological method draws on natural sciences and humanities to demonstrate how students learn about past cultures from the material they left behind.']",Anthropology,Undergraduate,25,10,Brent Mason Kennedy (P),20870,09:30 AM - 10:20 AM,MWF,1/21/2025-5/15/2025,Main Campus Geology Building 206,Lecture,TCI,3
['ANTH 106 - Biological Anthropology Lab'],"['General education natural science lab course. Students collect and analyze data while learning to apply current techniques to the study of human and/or nonhuman primate skeletal, dental and biological specimens. Pre- or corequisite(s): ANTH 101.']",Anthropology,Undergraduate,35,15,Briony M Ferguson (P),20088,TBA,TBA,1/21/2025-5/15/2025,Online,Lab,OLA,1
['ANTH 303 - World Cultures'],"['General education social and behavioral sciences course. Comparative case studies of the cultures of existing societies of varying types, including nonliterate peoples, Third World nations and modern industrialized countries. Course includes diversity content.']",Anthropology,Undergraduate,35,10,Veronica Del Carmen Hinkle (P),20090,11:00 AM - 12:15 PM,TR,1/21/2025-5/15/2025,Main Campus Wallace Hall 210,Lecture,TCI,3
"['ANTH 327 - Magic, Witchcraft and Religion']",['General education social and behavioral sciences course. Cross-listed as REL 327. Examines various concepts concerning the realm of the supernatural as held by various peoples around the world. Relates such religious beliefs and the resultant practices to the larger patterns of cultural beliefs and behaviors. Course includes diversity content.'],Anthropology,Undergraduate,50,10,Teresa Louise Click (P),21922,TBA,TBA,1/21/2025-5/15/2025,Online,Lecture,OLA,3
['ANTH 335 - Archaeology of North America'],['General education social and behavioral sciences course. Surveys the prehistoric cultures of North America north of Mexico from the earliest peopling of the continent to the time of European colonization.'],Anthropology,Undergraduate,25,10,Crystal Ann Dozier (P),23290,11:00 AM - 12:15 PM,TR,1/21/2025-5/15/2025,Main Campus Neff Hall 210,Lecture,TCI,3
['ANTH 356 - Human Variability/Adapt'],"['General education natural science course without lab. A critical examination of the biological aspects of contemporary human variation, stressing human adaptations. Course includes diversity content. Prerequisite(s): ANTH 101 or BIOL 210 or equivalent.']",Anthropology,Undergraduate,25,5,Peer  Moore-Jansen (P),26060,11:00 AM - 12:15 PM,TR,1/21/2025-5/15/2025,Main Campus Neff Hall 209,Lecture,TCI,3
['ANTH 397AL - Undergraduate Museum Study'],['An independent applied learning course focused on introductory research and application of museum studies. The student meets with the instructor and plans a project suitable to the student’s interest and experience in museum work. The student works independently using the collections at the Lowell D. Holmes Museum of Anthropology. The museum has a vast collection of objects from all over the world. Repeatable for a total of 3 credit hours.'],Anthropology,Undergraduate,1,1,Rachelle Kay Meinecke (P),23983,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Individual Research,CPI,1
